"Parameter Name",Value,Type,"Last Updated"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.DHCPStaticAddressNumberOfEntries,0,xsd:unsignedInt,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.DNSServers,,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.DomainName,home,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.IPInterface.1.Enable,1,xsd:boolean,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.IPInterface.1.IPInterfaceAddressingType,Static,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.IPInterface.1.IPInterfaceIPAddress,192.168.1.1,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.IPInterface.1.IPInterfaceSubnetMask,255.255.255.0,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.IPInterface.1.X_000631_IfName,br-lan,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.IPInterfaceNumberOfEntries,1,xsd:unsignedInt,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.MaxAddress,192.168.1.249,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.MinAddress,192.168.1.100,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.SubnetMask,255.255.255.0,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.UseAllocatedWAN,Normal,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.X_000631_DHCPv6,server,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.X_000631_HostName,router,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.X_000631_IPv6DNSServers,,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.X_000631_RA,server,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.X_000631_RAManagement,M-and-A,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.LANWLANConfigurationNumberOfEntries,24,xsd:unsignedInt,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.AutoChannelEnable,1,xsd:boolean,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.BasicAuthenticationMode,,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.BasicEncryptionModes,,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.BeaconType,11i,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.BSSID,f8:85:f9:9c:d0:67,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.Channel,112,xsd:unsignedInt,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.Enable,1,xsd:boolean,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.IEEE11iAuthenticationMode,PSKAuthentication,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.IEEE11iEncryptionModes,AESEncryption,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.PossibleChannels,"36,52,100,132,149",xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.PreSharedKey.1.KeyPassphrase,,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.RadioEnabled,1,xsd:boolean,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.RegulatoryDomain,CA,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.SSID,HayTest_2.4G,xsd:string,"2025-12-03 14:55:13"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.SSIDAdvertisementEnabled,1,xsd:boolean,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.Standard,ax,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.Status,Up,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TotalAssociations,0,xsd:unsignedInt,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TotalBytesReceived,0,xsd:unsignedInt,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TotalBytesSent,0,xsd:unsignedInt,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TotalPacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TotalPacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TransmitPower,100,xsd:unsignedInt,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TransmitPowerSupported,"17,20,22,23,24,25,26,27,28,29",xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WPAAuthenticationMode,,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WPAEncryptionModes,,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WPS.ConfigurationState,"Not configured",xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WPS.X_000631_PushButton,0,xsd:boolean,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WPS.X_000631_WpsStatus,Inactive,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_000631_AllPossibleChannels,"20M:36,40,44,48,149,153,157,161;20M_dfs:36,40,44,48,52,56,60,64,100,104,108,112,132,136,149,153,157,161;40M:36,44,149,157;40M_dfs:36,44,52,60,100,108,132,149,157;80M:36,149;80M_dfs:36,52,100,132,149;160M:36;160M_dfs:36,100",xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_000631_AssociatedDeviceState,,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_000631_EnableDCS,1,xsd:boolean,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_000631_EnableDfsChannels,1,xsd:boolean,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_000631_EnableMUMIMO,0,xsd:boolean,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_000631_OperatingChannelBandwidth,80MHz,xsd:string,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_000631_PSCOnly,0,xsd:boolean,"2025-12-03 14:45:25"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.AutoChannelEnable,1,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.BasicAuthenticationMode,None,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.BasicEncryptionModes,None,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.BeaconType,Basic,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.BSSID,fe:85:f9:9c:d0:66,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.Channel,1,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.Enable,0,xsd:boolean,"2025-12-03 14:45:26"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.IEEE11iAuthenticationMode,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.IEEE11iEncryptionModes,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.PossibleChannels,"1,2,3,4,5,6,7,8,9,10,11",xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.PreSharedKey.1.KeyPassphrase,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.RadioEnabled,1,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.RegulatoryDomain,CA,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.SSID,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.SSIDAdvertisementEnabled,1,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.Standard,ax,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.Status,Disabled,xsd:string,"2025-12-03 14:45:26"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.TotalAssociations,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.TotalBytesReceived,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.TotalBytesSent,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.TotalPacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.TotalPacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.TransmitPower,100,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.TransmitPowerSupported,"17,20,22,23,24,25,26,27,28,29",xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.WPAAuthenticationMode,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.WPAEncryptionModes,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.WPS.ConfigurationState,"Not configured",xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.WPS.X_000631_PushButton,0,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.WPS.X_000631_WpsStatus,Inactive,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.X_000631_AssociatedDeviceState,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.X_000631_EnableDCS,1,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.X_000631_EnableDfsChannels,0,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.X_000631_EnableMUMIMO,0,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.X_000631_OperatingChannelBandwidth,20MHz,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.10.X_000631_PSCOnly,0,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.AutoChannelEnable,1,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.BasicAuthenticationMode,None,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.BasicEncryptionModes,None,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.BeaconType,Basic,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.BSSID,02:85:f9:9c:d0:66,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.Channel,1,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.Enable,0,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.IEEE11iAuthenticationMode,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.IEEE11iEncryptionModes,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.PossibleChannels,"1,2,3,4,5,6,7,8,9,10,11",xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.PreSharedKey.1.KeyPassphrase,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.RadioEnabled,1,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.RegulatoryDomain,CA,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.SSID,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.SSIDAdvertisementEnabled,1,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.Standard,ax,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.Status,Disabled,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.TotalAssociations,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.TotalBytesReceived,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.TotalBytesSent,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.TotalPacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.TotalPacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.TransmitPower,100,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.TransmitPowerSupported,"17,20,22,23,24,25,26,27,28,29",xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.WPAAuthenticationMode,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.WPAEncryptionModes,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.WPS.ConfigurationState,"Not configured",xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.WPS.X_000631_PushButton,0,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.WPS.X_000631_WpsStatus,Inactive,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.X_000631_AssociatedDeviceState,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.X_000631_EnableDCS,1,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.X_000631_EnableDfsChannels,0,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.X_000631_EnableMUMIMO,0,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.X_000631_OperatingChannelBandwidth,20MHz,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.11.X_000631_PSCOnly,0,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.AutoChannelEnable,1,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.BasicAuthenticationMode,None,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.BasicEncryptionModes,None,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.BeaconType,Basic,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.BSSID,06:85:f9:9c:d0:66,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.Channel,1,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.Enable,0,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.IEEE11iAuthenticationMode,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.IEEE11iEncryptionModes,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.PossibleChannels,"1,2,3,4,5,6,7,8,9,10,11",xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.PreSharedKey.1.KeyPassphrase,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.RadioEnabled,1,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.RegulatoryDomain,CA,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.SSID,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.SSIDAdvertisementEnabled,1,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.Standard,ax,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.Status,Disabled,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.TotalAssociations,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.TotalBytesReceived,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.TotalBytesSent,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.TotalPacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.TotalPacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.TransmitPower,100,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.TransmitPowerSupported,"17,20,22,23,24,25,26,27,28,29",xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.WPAAuthenticationMode,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.WPAEncryptionModes,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.WPS.ConfigurationState,"Not configured",xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.WPS.X_000631_PushButton,0,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.WPS.X_000631_WpsStatus,Inactive,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.X_000631_AssociatedDeviceState,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.X_000631_EnableDCS,1,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.X_000631_EnableDfsChannels,0,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.X_000631_EnableMUMIMO,0,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.X_000631_OperatingChannelBandwidth,20MHz,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.12.X_000631_PSCOnly,0,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.AutoChannelEnable,1,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.BasicAuthenticationMode,None,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.BasicEncryptionModes,None,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.BeaconType,Basic,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.BSSID,0a:85:f9:9c:d0:66,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.Channel,1,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.Enable,0,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.IEEE11iAuthenticationMode,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.IEEE11iEncryptionModes,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.PossibleChannels,"1,2,3,4,5,6,7,8,9,10,11",xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.PreSharedKey.1.KeyPassphrase,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.RadioEnabled,1,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.RegulatoryDomain,CA,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.SSID,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.SSIDAdvertisementEnabled,1,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.Standard,ax,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.Status,Disabled,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.TotalAssociations,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.TotalBytesReceived,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.TotalBytesSent,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.TotalPacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.TotalPacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.TransmitPower,100,xsd:unsignedInt,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.TransmitPowerSupported,"17,20,22,23,24,25,26,27,28,29",xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.WPAAuthenticationMode,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.WPAEncryptionModes,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.WPS.ConfigurationState,"Not configured",xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.WPS.X_000631_PushButton,0,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.WPS.X_000631_WpsStatus,Inactive,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.X_000631_AssociatedDeviceState,,xsd:string,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.X_000631_EnableDCS,1,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.X_000631_EnableDfsChannels,0,xsd:boolean,"2025-12-03 14:45:27"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.13.X_000631_EnableMUMIMO,0,xsd:boolean,"2025-12-03 14:45:27"
